Plate,Sample_name,primer,NWFSCsampleID,dilution,techRep,SampleUID,PlateNo
329,MV1-52193-342-d10-1_S78,MV1,52193-342,d10,1,MV1-52193-342-d10-1_S78_329,2.4
318,MFU-52193-345-d10-1_S16,MFU,52193-345,d10,1,MFU-52193-345-d10-1_S16_318,2.6
331,MV1-52193-345-d10-1_S58,MV1,52193-345,d10,1,MV1-52193-345-d10-1_S58_331,2.6
315,MFU-52193-348-d1-1_S35,MFU,52193-348,d1,1,MFU-52193-348-d1-1_S35_315,2.3
328,MV1-52193-348-d1-1_S51,MV1,52193-348,d1,1,MV1-52193-348-d1-1_S51_328,2.3
314,MFU-52193-350-d1-1_S63,MFU,52193-350,d1,1,MFU-52193-350-d1-1_S63_314,2.2
326,MV1-52193-350-d1-1_S80,MV1,52193-350,d1,1,MV1-52193-350-d1-1_S80_326,2.2
327,MV1-52193-350-d1-2_S80,MV1,52193-350,d1,2,MV1-52193-350-d1-2_S80_327,2.2
313,MFU-52193-352-d1-1_S26,MFU,52193-352,d1,1,MFU-52193-352-d1-1_S26_313,2.1
323,MV1-52193-352-d50-1_S101,MV1,52193-352,d50,1,MV1-52193-352-d50-1_S101_323,2.1
324,MV1-52193-352-d50-2_S26,MV1,52193-352,d50,2,MV1-52193-352-d50-2_S26_324,2.1
325,MV1-52193-352-d50-3_S26,MV1,52193-352,d50,3,MV1-52193-352-d50-3_S26_325,2.1
317,MFU-52193-356-d10-1_S92,MFU,52193-356,d10,1,MFU-52193-356-d10-1_S92_317,2.6
331,MV1-52193-356-d10-1_S35,MV1,52193-356,d10,1,MV1-52193-356-d10-1_S35_331,2.6
318,MFU-52193-357-d10-1_S23,MFU,52193-357,d10,1,MFU-52193-357-d10-1_S23_318,2.6
316,MFU-52193-358-d10-1_S75,MFU,52193-358,d10,1,MFU-52193-358-d10-1_S75_316,2.4
329,MV1-52193-358-d10-1_S47,MV1,52193-358,d10,1,MV1-52193-358-d10-1_S47_329,2.4
315,MFU-52193-36-d1-1_S28,MFU,52193-36,d1,1,MFU-52193-36-d1-1_S28_315,2.3
328,MV1-52193-36-d1-1_S38,MV1,52193-36,d1,1,MV1-52193-36-d1-1_S38_328,2.3
316,MFU-52193-360-d1-1_S22,MFU,52193-360,d1,1,MFU-52193-360-d1-1_S22_316,2.4
329,MV1-52193-360-d1-1_S37,MV1,52193-360,d1,1,MV1-52193-360-d1-1_S37_329,2.4
317,MFU-52193-362-d1-1_S108,MFU,52193-362,d1,1,MFU-52193-362-d1-1_S108_317,2.6
317,MFU-52193-362-d1-1_S108,MFU,52193-362,d1,1,MFU-52193-362-d1-1_S108_317,2.6
331,MV1-52193-363-d1-1_S26,MV1,52193-363,d1,1,MV1-52193-363-d1-1_S26_331,2.6
317,MFU-52193-364-d1-1_S21,MFU,52193-364,d1,1,MFU-52193-364-d1-1_S21_317,2.5
330,MV1-52193-364-d1-1_S24,MV1,52193-364,d1,1,MV1-52193-364-d1-1_S24_330,2.5
318,MFU-52193-368-d10-1_S21,MFU,52193-368,d10,1,MFU-52193-368-d10-1_S21_318,2.6
317,MFU-52193-369-d10-1_S97,MFU,52193-369,d10,1,MFU-52193-369-d10-1_S97_317,2.6
331,MV1-52193-369-d10-1_S38,MV1,52193-369,d10,1,MV1-52193-369-d10-1_S38_331,2.6
327,MV1-52193-370-d100-1_S92,MV1,52193-370,d100,1,MV1-52193-370-d100-1_S92_327,2.2
327,MV1-52193-370-d10-2_S81,MV1,52193-370,d10,2,MV1-52193-370-d10-2_S81_327,2.2
313,MFU-52193-372-d1-1_S76,MFU,52193-372,d1,1,MFU-52193-372-d1-1_S76_313,2.1
323,MV1-52193-372-d1-1_S56,MV1,52193-372,d1,1,MV1-52193-372-d1-1_S56_323,2.1
324,MV1-52193-372-d1-2_S76,MV1,52193-372,d1,2,MV1-52193-372-d1-2_S76_324,2.1
325,MV1-52193-372-d1-3_S76,MV1,52193-372,d1,3,MV1-52193-372-d1-3_S76_325,2.1
316,MFU-52193-374-d1-1_S45,MFU,52193-374,d1,1,MFU-52193-374-d1-1_S45_316,2.4
329,MV1-52193-374-d1-1_S73,MV1,52193-374,d1,1,MV1-52193-374-d1-1_S73_329,2.4
316,MFU-52193-376-d1-1_S44,MFU,52193-376,d1,1,MFU-52193-376-d1-1_S44_316,2.4
329,MV1-52193-376-d1-1_S70,MV1,52193-376,d1,1,MV1-52193-376-d1-1_S70_329,2.4
314,MFU-52193-380-d10-1_S78,MFU,52193-380,d10,1,MFU-52193-380-d10-1_S78_314,2.2
326,MV1-52193-380-d10-1_S32,MV1,52193-380,d10,1,MV1-52193-380-d10-1_S32_326,2.2
327,MV1-52193-380-d10-2_S32,MV1,52193-380,d10,2,MV1-52193-380-d10-2_S32_327,2.2
317,MFU-52193-382-d10-1_S94,MFU,52193-382,d10,1,MFU-52193-382-d10-1_S94_317,2.6
331,MV1-52193-382-d10-1_S36,MV1,52193-382,d10,1,MV1-52193-382-d10-1_S36_331,2.6
314,MFU-52193-392-d10-1_S81,MFU,52193-392,d10,1,MFU-52193-392-d10-1_S81_314,2.2
326,MV1-52193-392-d10-1_S49,MV1,52193-392,d10,1,MV1-52193-392-d10-1_S49_326,2.2
327,MV1-52193-392-d10-2_S49,MV1,52193-392,d10,2,MV1-52193-392-d10-2_S49_327,2.2
316,MFU-52193-394-d20-1_S87,MFU,52193-394,d20,1,MFU-52193-394-d20-1_S87_316,2.4
329,MV1-52193-394-d10-1_S17,MV1,52193-394,d10,1,MV1-52193-394-d10-1_S17_329,2.4
315,MFU-52193-40-d10-1_S74,MFU,52193-40,d10,1,MFU-52193-40-d10-1_S74_315,2.3
328,MV1-52193-40-d10-1_S39,MV1,52193-40,d10,1,MV1-52193-40-d10-1_S39_328,2.3
314,MFU-52193-400-d10-1_S80,MFU,52193-400,d10,1,MFU-52193-400-d10-1_S80_314,2.2
326,MV1-52193-400-d10-1_S40,MV1,52193-400,d10,1,MV1-52193-400-d10-1_S40_326,2.2
327,MV1-52193-400-d10-2_S40,MV1,52193-400,d10,2,MV1-52193-400-d10-2_S40_327,2.2
317,MFU-52193-402-d10-1_S104,MFU,52193-402,d10,1,MFU-52193-402-d10-1_S104_317,2.6
331,MV1-52193-402-d10-1_S41,MV1,52193-402,d10,1,MV1-52193-402-d10-1_S41_331,2.6
318,MFU-52193-403-d10-1_S20,MFU,52193-403,d10,1,MFU-52193-403-d10-1_S20_318,2.6
313,MFU-52193-408-d1-1_S57,MFU,52193-408,d1,1,MFU-52193-408-d1-1_S57_313,2.1
323,MV1-52193-408-d10-1_S75,MV1,52193-408,d10,1,MV1-52193-408-d10-1_S75_323,2.1
324,MV1-52193-408-d10-2_S57,MV1,52193-408,d10,2,MV1-52193-408-d10-2_S57_324,2.1
325,MV1-52193-408-d10-3_S57,MV1,52193-408,d10,3,MV1-52193-408-d10-3_S57_325,2.1
331,MV1-52193-417-d10-1_S31,MV1,52193-417,d10,1,MV1-52193-417-d10-1_S31_331,2.6
318,MFU-52193-418-d10-1_S24,MFU,52193-418,d10,1,MFU-52193-418-d10-1_S24_318,2.6
315,MFU-52193-419-d1-1_S61,MFU,52193-419,d1,1,MFU-52193-419-d1-1_S61_315,2.3
328,MV1-52193-419-d1-1_S89,MV1,52193-419,d1,1,MV1-52193-419-d1-1_S89_328,2.3
317,MFU-52193-42-d1-1_S88,MFU,52193-42,d1,1,MFU-52193-42-d1-1_S88_317,2.5
331,MV1-52193-42-d100-1_S44,MV1,52193-42,d100,1,MV1-52193-42-d100-1_S44_331,2.5
317,MFU-52193-421-d1-1_S33,MFU,52193-421,d1,1,MFU-52193-421-d1-1_S33_317,2.5
330,MV1-52193-421-d1-1_S47,MV1,52193-421,d1,1,MV1-52193-421-d1-1_S47_330,2.5
313,MFU-52193-423-d1-1_S35,MFU,52193-423,d1,1,MFU-52193-423-d1-1_S35_313,2.1
323,MV1-52193-423-d50-1_S103,MV1,52193-423,d50,1,MV1-52193-423-d50-1_S103_323,2.1
324,MV1-52193-423-d50-2_S35,MV1,52193-423,d50,2,MV1-52193-423-d50-2_S35_324,2.1
325,MV1-52193-423-d50-3_S35,MV1,52193-423,d50,3,MV1-52193-423-d50-3_S35_325,2.1
315,MFU-52193-427-d10-1_S67,MFU,52193-427,d10,1,MFU-52193-427-d10-1_S67_315,2.3
328,MV1-52193-427-d10-1_S15,MV1,52193-427,d10,1,MV1-52193-427-d10-1_S15_328,2.3
318,MFU-52193-429-d10-1_S76,MFU,52193-429,d10,1,MFU-52193-429-d10-1_S76_318,2.1
323,MV1-52193-429-d10-1_S76,MV1,52193-429,d10,1,MV1-52193-429-d10-1_S76_323,2.1
324,MV1-52193-429-d10-2_S12,MV1,52193-429,d10,2,MV1-52193-429-d10-2_S12_324,2.1
325,MV1-52193-429-d10-3_S12,MV1,52193-429,d10,3,MV1-52193-429-d10-3_S12_325,2.1
314,MFU-52193-431-d1-1_S19,MFU,52193-431,d1,1,MFU-52193-431-d1-1_S19_314,2.2
326,MV1-52193-431-d1-1_S24,MV1,52193-431,d1,1,MV1-52193-431-d1-1_S24_326,2.2
327,MV1-52193-431-d1-2_S24,MV1,52193-431,d1,2,MV1-52193-431-d1-2_S24_327,2.2
316,MFU-52193-433-d1-1_S4,MFU,52193-433,d1,1,MFU-52193-433-d1-1_S4_316,2.4
329,MV1-52193-433-d1-1_S4,MV1,52193-433,d1,1,MV1-52193-433-d1-1_S4_329,2.4
313,MFU-52193-435-d1-1_S31,MFU,52193-435,d1,1,MFU-52193-435-d1-1_S31_313,2.1
323,MV1-52193-435-d1-1_S22,MV1,52193-435,d1,1,MV1-52193-435-d1-1_S22_323,2.1
324,MV1-52193-435-d1-2_S31,MV1,52193-435,d1,2,MV1-52193-435-d1-2_S31_324,2.1
325,MV1-52193-435-d1-3_S31,MV1,52193-435,d1,3,MV1-52193-435-d1-3_S31_325,2.1
316,MFU-52193-439-d1-1_S25,MFU,52193-439,d1,1,MFU-52193-439-d1-1_S25_316,2.4
329,MV1-52193-439-d1-1_S40,MV1,52193-439,d1,1,MV1-52193-439-d1-1_S40_329,2.4
314,MFU-52193-441-d5-1_S33,MFU,52193-441,d5,1,MFU-52193-441-d5-1_S33_314,2.2
326,MV1-52193-441-d5-1_S42,MV1,52193-441,d5,1,MV1-52193-441-d5-1_S42_326,2.2
327,MV1-52193-441-d10-2_S101,MV1,52193-441,d10,2,MV1-52193-441-d10-2_S101_327,2.2
314,MFU-52193-443-d1-1_S22,MFU,52193-443,d1,1,MFU-52193-443-d1-1_S22_314,2.2
326,MV1-52193-443-d1-1_S28,MV1,52193-443,d1,1,MV1-52193-443-d1-1_S28_326,2.2
327,MV1-52193-443-d1-2_S28,MV1,52193-443,d1,2,MV1-52193-443-d1-2_S28_327,2.2
315,MFU-52193-445-d1-1_S55,MFU,52193-445,d1,1,MFU-52193-445-d1-1_S55_315,2.3
328,MV1-52193-445-d1-1_S81,MV1,52193-445,d1,1,MV1-52193-445-d1-1_S81_328,2.3
315,MFU-52193-447-d10-1_S87,MFU,52193-447,d10,1,MFU-52193-447-d10-1_S87_315,2.3
328,MV1-52193-447-d10-1_S74,MV1,52193-447,d10,1,MV1-52193-447-d10-1_S74_328,2.3
314,MFU-52193-451-d1-1_S25,MFU,52193-451,d1,1,MFU-52193-451-d1-1_S25_314,2.2
326,MV1-52193-451-d1-1_S31,MV1,52193-451,d1,1,MV1-52193-451-d1-1_S31_326,2.2
327,MV1-52193-451-d1-2_S31,MV1,52193-451,d1,2,MV1-52193-451-d1-2_S31_327,2.2
317,MFU-52193-453-d10-1_S90,MFU,52193-453,d10,1,MFU-52193-453-d10-1_S90_317,2.6
331,MV1-52193-453-d10-1_S33,MV1,52193-453,d10,1,MV1-52193-453-d10-1_S33_331,2.6
317,MFU-52193-460-d10-1_S98,MFU,52193-460,d10,1,MFU-52193-460-d10-1_S98_317,2.6
331,MV1-52193-460-d10-1_S39,MV1,52193-460,d10,1,MV1-52193-460-d10-1_S39_331,2.6
318,MFU-52193-461-d10-1_S25,MFU,52193-461,d10,1,MFU-52193-461-d10-1_S25_318,2.6
314,MFU-52193-469-d10-1_S72,MFU,52193-469,d10,1,MFU-52193-469-d10-1_S72_314,2.2
326,MV1-52193-469-d10-1_S1,MV1,52193-469,d10,1,MV1-52193-469-d10-1_S1_326,2.2
327,MV1-52193-469-d10-2_S1,MV1,52193-469,d10,2,MV1-52193-469-d10-2_S1_327,2.2
317,MFU-52193-470-d5-1_S86,MFU,52193-470,d5,1,MFU-52193-470-d5-1_S86_317,2.5
330,MV1-52193-470-d10-1_S18,MV1,52193-470,d10,1,MV1-52193-470-d10-1_S18_330,2.5
316,MFU-52193-48-d10-1_S71,MFU,52193-48,d10,1,MFU-52193-48-d10-1_S71_316,2.4
329,MV1-52193-48-d10-1_S34,MV1,52193-48,d10,1,MV1-52193-48-d10-1_S34_329,2.4
316,MFU-52193-486-d20-1_S88,MFU,52193-486,d20,1,MFU-52193-486-d20-1_S88_316,2.4
329,MV1-52193-486-d10-1_S24,MV1,52193-486,d10,1,MV1-52193-486-d10-1_S24_329,2.4
318,MFU-52193-488-d10-1_S77,MFU,52193-488,d10,1,MFU-52193-488-d10-1_S77_318,2.1
323,MV1-52193-488-d10-1_S77,MV1,52193-488,d10,1,MV1-52193-488-d10-1_S77_323,2.1
324,MV1-52193-488-d10-2_S59,MV1,52193-488,d10,2,MV1-52193-488-d10-2_S59_324,2.1
325,MV1-52193-488-d10-3_S59,MV1,52193-488,d10,3,MV1-52193-488-d10-3_S59_325,2.1
316,MFU-52193-498-d10-1_S76,MFU,52193-498,d10,1,MFU-52193-498-d10-1_S76_316,2.4
329,MV1-52193-498-d10-1_S49,MV1,52193-498,d10,1,MV1-52193-498-d10-1_S49_329,2.4
315,MFU-52193-50-d10-1_S76,MFU,52193-50,d10,1,MFU-52193-50-d10-1_S76_315,2.3
328,MV1-52193-50-d10-1_S43,MV1,52193-50,d10,1,MV1-52193-50-d10-1_S43_328,2.3
316,MFU-52193-500-d10-1_S68,MFU,52193-500,d10,1,MFU-52193-500-d10-1_S68_316,2.4
329,MV1-52193-500-d10-1_S29,MV1,52193-500,d10,1,MV1-52193-500-d10-1_S29_329,2.4
317,MFU-52193-502-d1-1_S1,MFU,52193-502,d1,1,MFU-52193-502-d1-1_S1_317,2.5
330,MV1-52193-502-d1-1_S1,MV1,52193-502,d1,1,MV1-52193-502-d1-1_S1_330,2.5
315,MFU-52193-504-d1-1_S50,MFU,52193-504,d1,1,MFU-52193-504-d1-1_S50_315,2.3
328,MV1-52193-504-d1-1_S72,MV1,52193-504,d1,1,MV1-52193-504-d1-1_S72_328,2.3
313,MFU-52193-506-d1-1_S49,MFU,52193-506,d1,1,MFU-52193-506-d1-1_S49_313,2.1
323,MV1-52193-506-d1-1_S35,MV1,52193-506,d1,1,MV1-52193-506-d1-1_S35_323,2.1
324,MV1-52193-506-d1-2_S49,MV1,52193-506,d1,2,MV1-52193-506-d1-2_S49_324,2.1
325,MV1-52193-506-d1-3_S49,MV1,52193-506,d1,3,MV1-52193-506-d1-3_S49_325,2.1
315,MFU-52193-510-d10-1_S81,MFU,52193-510,d10,1,MFU-52193-510-d10-1_S81_315,2.3
328,MV1-52193-510-d10-1_S58,MV1,52193-510,d10,1,MV1-52193-510-d10-1_S58_328,2.3
315,MFU-52193-513-d5-1_S20,MFU,52193-513,d5,1,MFU-52193-513-d5-1_S20_315,2.3
328,MV1-52193-513-d5-1_S26,MV1,52193-513,d5,1,MV1-52193-513-d5-1_S26_328,2.3
315,MFU-52193-515-d1-1_S48,MFU,52193-515,d1,1,MFU-52193-515-d1-1_S48_315,2.3
328,MV1-52193-515-d1-1_S69,MV1,52193-515,d1,1,MV1-52193-515-d1-1_S69_328,2.3
313,MFU-52193-517-d1-1_S19,MFU,52193-517,d1,1,MFU-52193-517-d1-1_S19_313,2.1
323,MV1-52193-517-d1-1_S13,MV1,52193-517,d1,1,MV1-52193-517-d1-1_S13_323,2.1
324,MV1-52193-517-d1-2_S19,MV1,52193-517,d1,2,MV1-52193-517-d1-2_S19_324,2.1
325,MV1-52193-517-d1-3_S19,MV1,52193-517,d1,3,MV1-52193-517-d1-3_S19_325,2.1
317,MFU-52193-519-d1-1_S84,MFU,52193-519,d1,1,MFU-52193-519-d1-1_S84_317,2.5
330,MV1-52193-519-d10-1_S86,MV1,52193-519,d10,1,MV1-52193-519-d10-1_S86_330,2.5
314,MFU-52193-523-d1-1_S47,MFU,52193-523,d1,1,MFU-52193-523-d1-1_S47_314,2.2
326,MV1-52193-523-d1-1_S59,MV1,52193-523,d1,1,MV1-52193-523-d1-1_S59_326,2.2
327,MV1-52193-523-d1-2_S59,MV1,52193-523,d1,2,MV1-52193-523-d1-2_S59_327,2.2
317,MFU-52193-525-d5-1_S80,MFU,52193-525,d5,1,MFU-52193-525-d5-1_S80_317,2.5
330,MV1-52193-525-d10-1_S70,MV1,52193-525,d10,1,MV1-52193-525-d10-1_S70_330,2.5
317,MFU-52193-527-d1-1_S43,MFU,52193-527,d1,1,MFU-52193-527-d1-1_S43_317,2.5
330,MV1-52193-527-d1-1_S60,MV1,52193-527,d1,1,MV1-52193-527-d1-1_S60_330,2.5
313,MFU-52193-529-d1-1_S85,MFU,52193-529,d1,1,MFU-52193-529-d1-1_S85_313,2.1
323,MV1-52193-529-d1-1_S64,MV1,52193-529,d1,1,MV1-52193-529-d1-1_S64_323,2.1
324,MV1-52193-529-d1-2_S85,MV1,52193-529,d1,2,MV1-52193-529-d1-2_S85_324,2.1
325,MV1-52193-529-d1-3_S85,MV1,52193-529,d1,3,MV1-52193-529-d1-3_S85_325,2.1
315,MFU-52193-531-d1-1_S4,MFU,52193-531,d1,1,MFU-52193-531-d1-1_S4_315,2.3
328,MV1-52193-531-d1-1_S4,MV1,52193-531,d1,1,MV1-52193-531-d1-1_S4_328,2.3
315,MFU-52193-537-d10-1_S79,MFU,52193-537,d10,1,MFU-52193-537-d10-1_S79_315,2.3
328,MV1-52193-537-d10-1_S49,MV1,52193-537,d10,1,MV1-52193-537-d10-1_S49_328,2.3
317,MFU-52193-539-d1-1_S47,MFU,52193-539,d1,1,MFU-52193-539-d1-1_S47_317,2.5
330,MV1-52193-539-d1-1_S66,MV1,52193-539,d1,1,MV1-52193-539-d1-1_S66_330,2.5
317,MFU-52193-541-d1-1_S8,MFU,52193-541,d1,1,MFU-52193-541-d1-1_S8_317,2.5
330,MV1-52193-541-d1-1_S9,MV1,52193-541,d1,1,MV1-52193-541-d1-1_S9_330,2.5
316,MFU-52193-543-d1-1_S3,MFU,52193-543,d1,1,MFU-52193-543-d1-1_S3_316,2.4
329,MV1-52193-543-d1-1_S3,MV1,52193-543,d1,1,MV1-52193-543-d1-1_S3_329,2.4
315,MFU-52193-547-d10-1_S70,MFU,52193-547,d10,1,MFU-52193-547-d10-1_S70_315,2.3
328,MV1-52193-547-d10-1_S28,MV1,52193-547,d10,1,MV1-52193-547-d10-1_S28_328,2.3
316,MFU-52193-549-d10-1_S70,MFU,52193-549,d10,1,MFU-52193-549-d10-1_S70_316,2.4
329,MV1-52193-549-d10-1_S33,MV1,52193-549,d10,1,MV1-52193-549-d10-1_S33_329,2.4
316,MFU-52193-555-d20-1_S92,MFU,52193-555,d20,1,MFU-52193-555-d20-1_S92_316,2.4
329,MV1-52193-555-d10-1_S83,MV1,52193-555,d10,1,MV1-52193-555-d10-1_S83_329,2.4
315,MFU-52193-558-d1-1_S22,MFU,52193-558,d1,1,MFU-52193-558-d1-1_S22_315,2.3
328,MV1-52193-558-d1-1_S29,MV1,52193-558,d1,1,MV1-52193-558-d1-1_S29_328,2.3
318,MFU-52193-56-d10-1_S67,MFU,52193-56,d10,1,MFU-52193-56-d10-1_S67_318,2.1
323,MV1-52193-56-d10-1_S67,MV1,52193-56,d10,1,MV1-52193-56-d10-1_S67_323,2.1
324,MV1-52193-56-d10-2_S43,MV1,52193-56,d10,2,MV1-52193-56-d10-2_S43_324,2.1
325,MV1-52193-56-d10-3_S43,MV1,52193-56,d10,3,MV1-52193-56-d10-3_S43_325,2.1
317,MFU-52193-560-d1-1_S22,MFU,52193-560,d1,1,MFU-52193-560-d1-1_S22_317,2.5
330,MV1-52193-560-d1-1_S25,MV1,52193-560,d1,1,MV1-52193-560-d1-1_S25_330,2.5
314,MFU-52193-562-d1-1_S68,MFU,52193-562,d1,1,MFU-52193-562-d1-1_S68_314,2.2
326,MV1-52193-562-d1-1_S88,MV1,52193-562,d1,1,MV1-52193-562-d1-1_S88_326,2.2
327,MV1-52193-562-d1-2_S88,MV1,52193-562,d1,2,MV1-52193-562-d1-2_S88_327,2.2
315,MFU-52193-566-d1-1_S31,MFU,52193-566,d1,1,MFU-52193-566-d1-1_S31_315,2.3
328,MV1-52193-566-d1-1_S44,MV1,52193-566,d1,1,MV1-52193-566-d1-1_S44_328,2.3
315,MFU-52193-568-d5-1_S30,MFU,52193-568,d5,1,MFU-52193-568-d5-1_S30_315,2.3
328,MV1-52193-568-d5-1_S42,MV1,52193-568,d5,1,MV1-52193-568-d5-1_S42_328,2.3
316,MFU-52193-570-d1-1_S12,MFU,52193-570,d1,1,MFU-52193-570-d1-1_S12_316,2.4
329,MV1-52193-570-d1-1_S16,MV1,52193-570,d1,1,MV1-52193-570-d1-1_S16_329,2.4
316,MFU-52193-572-d1-1_S6,MFU,52193-572,d1,1,MFU-52193-572-d1-1_S6_316,2.4
329,MV1-52193-572-d1-1_S9,MV1,52193-572,d1,1,MV1-52193-572-d1-1_S9_329,2.4
315,MFU-52193-574-d1-1_S39,MFU,52193-574,d1,1,MFU-52193-574-d1-1_S39_315,2.3
328,MV1-52193-574-d1-1_S55,MV1,52193-574,d1,1,MV1-52193-574-d1-1_S55_328,2.3
317,MFU-52193-578-d1-1_S69,MFU,52193-578,d1,1,MFU-52193-578-d1-1_S69_317,2.5
330,MV1-52193-578-d10-1_S32,MV1,52193-578,d10,1,MV1-52193-578-d10-1_S32_330,2.5
316,MFU-52193-580-d5-1_S53,MFU,52193-580,d5,1,MFU-52193-580-d5-1_S53_316,2.4
329,MV1-52193-580-d5-1_S85,MV1,52193-580,d5,1,MV1-52193-580-d5-1_S85_329,2.4
317,MFU-52193-590-d1-1_S64,MFU,52193-590,d1,1,MFU-52193-590-d1-1_S64_317,2.5
330,MV1-52193-590-d10-1_S7,MV1,52193-590,d10,1,MV1-52193-590-d10-1_S7_330,2.5
314,MFU-52193-592-d10-1_S86,MFU,52193-592,d10,1,MFU-52193-592-d10-1_S86_314,2.2
326,MV1-52193-592-d10-1_S77,MV1,52193-592,d10,1,MV1-52193-592-d10-1_S77_326,2.2
327,MV1-52193-592-d10-2_S77,MV1,52193-592,d10,2,MV1-52193-592-d10-2_S77_327,2.2
317,MFU-52193-6-d5-1_S70,MFU,52193-6,d5,1,MFU-52193-6-d5-1_S70_317,2.5
330,MV1-52193-6-d10-1_S34,MV1,52193-6,d10,1,MV1-52193-6-d10-1_S34_330,2.3
315,MFU-52193-602-d10-1_S89,MFU,52193-602,d10,1,MFU-52193-602-d10-1_S89_315,2.3
328,MV1-52193-602-d10-1_S80,MV1,52193-602,d10,1,MV1-52193-602-d10-1_S80_328,2.3
316,MFU-52193-604-d10-1_S62,MFU,52193-604,d10,1,MFU-52193-604-d10-1_S62_316,2.4
329,MV1-52193-604-d10-1_S7,MV1,52193-604,d10,1,MV1-52193-604-d10-1_S7_329,2.4
314,MFU-52193-610-d1-1_S43,MFU,52193-610,d1,1,MFU-52193-610-d1-1_S43_314,2.2
326,MV1-52193-610-d1-1_S54,MV1,52193-610,d1,1,MV1-52193-610-d1-1_S54_326,2.2
327,MV1-52193-610-d1-2_S54,MV1,52193-610,d1,2,MV1-52193-610-d1-2_S54_327,2.2
317,MFU-52193-612-d5-1_S73,MFU,52193-612,d5,1,MFU-52193-612-d5-1_S73_317,2.5
330,MV1-52193-612-d19-1_S38,MV1,52193-612,d19,1,MV1-52193-612-d19-1_S38_330,2.5
313,MFU-52193-617-d1-1_S72,MFU,52193-617,d1,1,MFU-52193-617-d1-1_S72_313,2.1
323,MV1-52193-617-d1-1_S53,MV1,52193-617,d1,1,MV1-52193-617-d1-1_S53_323,2.1
324,MV1-52193-617-d1-2_S72,MV1,52193-617,d1,2,MV1-52193-617-d1-2_S72_324,2.1
325,MV1-52193-617-d1-3_S72,MV1,52193-617,d1,3,MV1-52193-617-d1-3_S72_325,2.1
314,MFU-52193-619-d1-1_S26,MFU,52193-619,d1,1,MFU-52193-619-d1-1_S26_314,2.2
326,MV1-52193-619-d1-1_S33,MV1,52193-619,d1,1,MV1-52193-619-d1-1_S33_326,2.2
327,MV1-52193-619-d1-2_S33,MV1,52193-619,d1,2,MV1-52193-619-d1-2_S33_327,2.2
313,MFU-52193-62-d1-1_S29,MFU,52193-62,d1,1,MFU-52193-62-d1-1_S29_313,2.1
323,MV1-52193-62-d1-1_S20,MV1,52193-62,d1,1,MV1-52193-62-d1-1_S20_323,2.1
324,MV1-52193-62-d10-2_S29,MV1,52193-62,d10,2,MV1-52193-62-d10-2_S29_324,2.1
325,MV1-52193-62-d10-3_S29,MV1,52193-62,d10,3,MV1-52193-62-d10-3_S29_325,2.1
314,MFU-52193-621-d1-1_S62,MFU,52193-621,d1,1,MFU-52193-621-d1-1_S62_314,2.2
326,MV1-52193-621-d1-1_S78,MV1,52193-621,d1,1,MV1-52193-621-d1-1_S78_326,2.2
327,MV1-52193-621-d1-2_S78,MV1,52193-621,d1,2,MV1-52193-621-d1-2_S78_327,2.2
314,MFU-52193-625-d1-1_S17,MFU,52193-625,d1,1,MFU-52193-625-d1-1_S17_314,2.2
326,MV1-52193-625-d1-1_S22,MV1,52193-625,d1,1,MV1-52193-625-d1-1_S22_326,2.2
327,MV1-52193-625-d1-2_S22,MV1,52193-625,d1,2,MV1-52193-625-d1-2_S22_327,2.2
314,MFU-52193-627-d10-1_S84,MFU,52193-627,d10,1,MFU-52193-627-d10-1_S84_314,2.2
326,MV1-52193-627-d10-1_S65,MV1,52193-627,d10,1,MV1-52193-627-d10-1_S65_326,2.2
327,MV1-52193-627-d10-2_S65,MV1,52193-627,d10,2,MV1-52193-627-d10-2_S65_327,2.2
315,MFU-52193-637-d10-1_S73,MFU,52193-637,d10,1,MFU-52193-637-d10-1_S73_315,2.3
328,MV1-52193-637-d10-1_S37,MV1,52193-637,d10,1,MV1-52193-637-d10-1_S37_328,2.3
316,MFU-52193-639-d10-1_S80,MFU,52193-639,d10,1,MFU-52193-639-d10-1_S80_316,2.4
329,MV1-52193-639-d10-1_S71,MV1,52193-639,d10,1,MV1-52193-639-d10-1_S71_329,2.4
316,MFU-52193-641-d1-1_S2,MFU,52193-641,d1,1,MFU-52193-641-d1-1_S2_316,2.4
329,MV1-52193-641-d1-1_S2,MV1,52193-641,d1,1,MV1-52193-641-d1-1_S2_329,2.4
315,MFU-52193-643-d1-1_S21,MFU,52193-643,d1,1,MFU-52193-643-d1-1_S21_315,2.3
328,MV1-52193-643-d1-1_S27,MV1,52193-643,d1,1,MV1-52193-643-d1-1_S27_328,2.3
313,MFU-52193-645-d1-1_S67,MFU,52193-645,d1,1,MFU-52193-645-d1-1_S67_313,2.1
323,MV1-52193-645-d1-1_S48,MV1,52193-645,d1,1,MV1-52193-645-d1-1_S48_323,2.1
324,MV1-52193-645-d1-2_S67,MV1,52193-645,d1,2,MV1-52193-645-d1-2_S67_324,2.1
325,MV1-52193-645-d1-3_S67,MV1,52193-645,d1,3,MV1-52193-645-d1-3_S67_325,2.1
314,MFU-52193-649-d10-1_S83,MFU,52193-649,d10,1,MFU-52193-649-d10-1_S83_314,2.2
326,MV1-52193-649-d10-1_S56,MV1,52193-649,d10,1,MV1-52193-649-d10-1_S56_326,2.2
